iter	Logloss
116	0.06481890077
117	0.06480170481
118	0.06475970818
119	0.0647104233
120	0.0646675383
121	0.06463528748
122	0.06461308156
123	0.06457778655
124	0.06453061127
125	0.06450502032
126	0.06445285972
127	0.0644270075
128	0.06439493433
129	0.06433578778
130	0.06430880683
131	0.06426590646
132	0.06425403703
133	0.06419962612
134	0.064176344
135	0.06416282254
136	0.06413221769
137	0.06408969146
138	0.06404706682
139	0.0640199233
140	0.06400478027
141	0.06396456913
142	0.06394303575
143	0.06391506761
144	0.06386605977
145	0.06384366109
146	0.06382412303
147	0.06379766189
148	0.06375870184
149	0.06373499349
150	0.06370843408
151	0.06367752335
152	0.0636555194
153	0.06363505984
154	0.06362309718
155	0.06360280146
156	0.06358605833
157	0.0635709
158	0.06353227891
159	0.06348786453
160	0.06346497001
161	0.06345142831
162	0.06343989345
163	0.06340569581
164	0.06338879045
165	0.06335473856
166	0.06333878408
167	0.0633240481
168	0.06330121327
169	0.06328117994
170	0.06325959684
171	0.0632489511
172	0.06322103578
173	0.06319655876
174	0.06316545077
175	0.06313511935
176	0.06311265995
177	0.06307558882
178	0.06305461077
179	0.06302544712
180	0.0629936647
181	0.06297578652
182	0.06295565534
183	0.06295542053
184	0.0629239152
185	0.06291064382
186	0.06290306703
187	0.06288637157
188	0.06287311294
189	0.06285381113
190	0.06281806226
191	0.06280303002
192	0.06278192236
193	0.06276014148
194	0.06273644256
195	0.06271784115
196	0.0627083128
197	0.06269344717
198	0.0626774797
199	0.06267039661
200	0.06265143037
201	0.06263953011
202	0.06261758943
203	0.0626024415
204	0.06258554949
205	0.06255666556
206	0.06254496317
207	0.06251886414
208	0.06250059953
209	0.06249065506
210	0.06247274655
211	0.06245665743
212	0.06244722056
213	0.06242771634
214	0.0624160144
215	0.06240422558
216	0.06239611877
217	0.06237603407
218	0.06236347554
219	0.06234226156
220	0.06231548361
221	0.06230079874
222	0.0622794676
223	0.06226317143
224	0.06224987521
225	0.0622333505
226	0.06222331919
227	0.0622051931
228	0.06218040732
229	0.06216127447
230	0.06215059558
231	0.06214458231
232	0.06212905947
233	0.06211538093
234	0.06209217591
235	0.06207888437
236	0.06207641172
237	0.06206275441
238	0.0620500084
239	0.06204092543
240	0.06203411474
241	0.06203129998
242	0.06200971564
243	0.0619944968
244	0.06197687662
245	0.06195927579
246	0.06195324229
247	0.06194102355
248	0.06192482168
249	0.06190899673
250	0.06189020285
251	0.0618703996
252	0.06183995381
253	0.06183372574
254	0.06181445985
255	0.06179599669
256	0.06179495466
257	0.06177858729
258	0.06177148957
259	0.06175044754
260	0.06173507787
261	0.06171659805
262	0.06170945874
263	0.06169044644
264	0.06167153495
265	0.06165392102
266	0.06163840956
267	0.06161271758
268	0.06159175361
269	0.06158663042
270	0.06157224145
271	0.0615522094
272	0.06154192122
273	0.06153022633
274	0.06151941323
275	0.06151092664
276	0.06149621481
277	0.06148223198
278	0.06146901883
279	0.06146349533
280	0.06144780967
281	0.06143429401
282	0.06141789162
283	0.06139840393
284	0.06138344112
285	0.06136436776
286	0.06136057413
287	0.0613524667
288	0.06134318606
289	0.06133215582
290	0.06132319915
291	0.06130190597
292	0.06129481918
293	0.0612748837
294	0.06126700753
295	0.06124775305
296	0.06122930066
297	0.06122146525
298	0.06119100557
299	0.06119024104
300	0.0611811534
301	0.06117172131
302	0.06116308107
303	0.0611477302
304	0.0611410179
305	0.06112238923
306	0.06110089865
307	0.06109168527
308	0.06108445043
309	0.06107489852
310	0.06107418743
311	0.06106309891
312	0.06104417898
313	0.06102926778
314	0.06101956444
315	0.0609995084
316	0.06099303782
317	0.06097936461
318	0.06097260655
319	0.06096522271
320	0.06095119054
321	0.06094211455
322	0.06091803312
323	0.06091266195
324	0.06089346472
325	0.06087892174
326	0.06086309055
327	0.06085010749
328	0.06084143004
329	0.06082572441
330	0.06081406959
331	0.06079248978
332	0.06077778054
333	0.06076857691
334	0.06075776159
335	0.06074961069
336	0.06074503156
337	0.0607370191
338	0.06073258132
339	0.06072457084
340	0.06071086351
341	0.06069341221
342	0.06068154995
343	0.06067273978
344	0.06066321549
345	0.0606429847
346	0.06063019801
347	0.06061876905
348	0.06060992448
349	0.06059066229
350	0.06057721644
351	0.06057462052
352	0.0605595793
353	0.06055186935
354	0.06054166638
355	0.06052957735
356	0.06051034017
357	0.0604983801
358	0.06048430654
359	0.06046938129
360	0.06045740697
361	0.0604468417
362	0.06044127524
363	0.06043267373
364	0.06042166514
365	0.06040344646
366	0.06039988588
367	0.06038200634
368	0.06036670812
369	0.06035278009
370	0.06033935461
371	0.06032309991
372	0.06030169368
373	0.06028835194
374	0.06028510348
375	0.06027050864
376	0.06026777264
377	0.06025026555
378	0.06024934204
379	0.0602386372
380	0.06022385734
381	0.06020951965
382	0.06019856441
383	0.06018550936
384	0.06017547122
385	0.06016906828
386	0.0601635143
387	0.06016076534
388	0.06014542293
389	0.06013315835
390	0.06012521436
391	0.0601243933
392	0.06011234373
393	0.06010271079
394	0.06008718574
395	0.06008419711
396	0.06006943494
397	0.06006127756
398	0.06004735236
399	0.06003649942
